"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 12 21:13:16 GMT 2025","Sat Apr 12 21:13:18 GMT 2025","1608","chromium","features/wiki.feature.spec.js","Wikipedia site","","","Check playwright wiki page",""
